,question,ref_answer,pred_answer,bleu_score,train_data
315,"Who were the sons of Danu, and how many were there?","Danu had forty sons, including Viprachitti, Samvara, Namuchi, Pauloman, Ayahsiras, Aswasiras, Aswasanku, Gaganamardhan, Vegavat, Ketumat, Swarbhanu, Aswa, Aswapati, Vrishaparvan, Ajaka, Aswagriva, Sukshama, Tuhunda, Ekapada, Ekachakra, Virupaksha, Mahodara, Nichandra, and Nikumbha, among others.","The sons of Danu were Marichi, Atri, Angiras, Pu",{'google_bleu': 0.022123893805309734},True
316,Who were the sons of Vinata?,"The sons of Vinata were Tarkhya, Arishtanemi, Garuda, Aruna, Aruni, and Varuni.",The sons of Vinata were Tarkhya and Arishtanem,{'google_bleu': 0.2878787878787879},True
317,Who are the sons of Kadru?,"Sesha or Ananta, Vasuki, Takshaka, Kumara, and Kulika are known to be the sons of Kadru.",The sons of Kadru are Tarkhya and Arishtanemi,{'google_bleu': 0.10256410256410256},True
318,"Who are the sons of Muni, the daughter of Daksha?","Bhimasena, Ugrasena, Suparna, Varuna, Gopati, Dhritarashtra, Suryavarchas, Satyavachas, Arkaparna, Prayuta, Bhima, Chitraratha, Kalisiras, Parjanya, Kali, and Narada are known to be the sons of Muni.",The sons of Muni are Tarkhya and Arishtanemi,{'google_bleu': 0.05063291139240506},False
319,Who were the daughters brought forth by Pradha?,"Anavadya Manu, Vansa, Asura, Marganapria, Anupa, Subhaga, Vasi were the daughters brought forth by Pradha.",The daughters brought forth by Pradha were Tarkhya and Arishta,{'google_bleu': 0.18292682926829268},True
320,Who were the sons and daughters of Pradha and Amrita?,"Alamvusha, Misrakesi, Vidyutparna, Tilottama, Aruna, Rakshita, Rambha, Manorama, Kesini, Suvahu, Surata, Suraja, Supria were the daughters, and Ativahu, Haha, Huhu, and Tumvuru were the sons of Pradha and Amrita.",The sons and daughters of Pradha and Amrita were Tarkhya and,{'google_bleu': 0.08426966292134831},True
321,Who were the eleven sons of Sthanu?,"The eleven sons of Sthanu were Mrigavayadha, Sarpa, Niriti, Ajaikapat, Ahivradhna, Pinaki, Dahana, Iswara, Kapali, Sthanu, and Bharga.","The eleven sons of Sthanu were Mrigavayadha, Sarp",{'google_bleu': 0.23636363636363636},False
322,Who are the sons of Angiras?,"The sons of Angiras are Vrihaspati, Utathya, and Samvarta.",The sons of Angiras are the six great Rishis (already mentioned,{'google_bleu': 0.3333333333333333},True
323,Who are the sons of Pulastya?,"The sons of Pulastya are Rakshasas, Monkeys, Kinnaras, Yakshas.",The sons of Pulastya are the six great Rishis (already mentioned,{'google_bleu': 0.30434782608695654},False
324,Who are the sons of Kratu?,The sons of Kratu are the Valikhilyas.,The sons of Kratu are the six great Rishis (already mentioned).,{'google_bleu': 0.38},True
325,Who are the wives of Dharma?,"The wives of Dharma are Kirti, Lakshmi, Dhriti, Medha, Pushti, Sraddha, Kria, Buddhi, Lajja, and Mali.",The wives of Dharma are the wives of the six great Rishis (already,{'google_bleu': 0.14285714285714285},True
326,Who are the three sons of Ahasta (Dharma)?,"The three sons of Ahasta (Dharma) are Sama, Kama, and Harsha.","The three sons of Ahasta (Dharma) are Sama, Kama,",{'google_bleu': 0.7931034482758621},True
327,"Who are the wives of Sama, Kama, and Harsha?","The wife of Kama is Rati, the wife of Sama is Prapti, and the wife of Harsha is Nanda.","The wives of Sama, Kama, and Harsha are Rati, Prapt",{'google_bleu': 0.14634146341463414},False
328,Who is the son of Marichi?,The son of Marichi is Kasyapa.,"The son of Marichi is the son of the illustrious Dharma,",{'google_bleu': 0.3333333333333333},False
329,Who are the twelve sons of Aditi?,The twelve sons of Aditi include Indra and Vishnu.,"The twelve sons of Aditi are Sama, Kama, Harsha,",{'google_bleu': 0.3333333333333333},True
330,Who was the Asura known as Hiranyakasipu on earth?,The Asura known as Hiranyakasipu on earth was the powerful Sisupala.,The Asura known as Hiranyakasipu was the Asura known as Sam,{'google_bleu': 0.40476190476190477},True
331,Who among the Asuras became the monarch of the Kekaya kingdom on earth?,The Asura Viprachitti became the monarch of the Kekaya kingdom on earth.,The Asuras became the monarchs of the Kekaya kingdom on earth.,{'google_bleu': 0.5652173913043478},False
332,Which Asura became the famous monarch Bhagadatta?,The Asura Vashkala became the famous monarch Bhagadatta.,The Asura became the famous monarch Bhagadatta.,{'google_bleu': 0.7},True
333,Who was the Asura known as Swarbhanu on earth?,The Asura known as Swarbhanu on earth was the monarch Ugrasena.,The Asura known as Swarbhanu was the Asura known as Swarb,{'google_bleu': 0.40476190476190477},False
334,Which Asura became the monarch Asoka?,The Asura Aswa became the monarch Asoka.,Asura became the monarch Asoka.,{'google_bleu': 0.5769230769230769},False
335,Who among the Asuras became the monarch Hardikya?,The Asura Aswapati became the monarch Hardikya.,"The first of the Danavas, known by the name of Viprachitti",{'google_bleu': 0.047619047619047616},True
336,Who was the eldest son of Dhritarashtra?,The eldest son of Dhritarashtra was Duryodhana.,"The eldest son of Dhritarashtra was Duryodhana,",{'google_bleu': 0.8461538461538461},False
337,Who among Dhritarashtra's sons was born from a Vaisya wife?,"Yuyutsu, Dhritarashtra's son, was born from a Vaisya wife.",Dhritarashtra's sons were born from a Vaisya wife,{'google_bleu': 0.35714285714285715},True
338,Who was the daughter of Dhritarashtra?,Duhsala was the daughter of Dhritarashtra.,The daughter of Dhritarashtra was the daughter of Dhritarashtra.,{'google_bleu': 0.5294117647058824},True
339,Who was the king of the Sindhus that married Dhritarashtra's daughter?,"Jayadratha, the king of the Sindhus, married Dhritarashtra's daughter Duhsala.",The king of the Sindhus that married Dhritarashtra's daughter was D,{'google_bleu': 0.34782608695652173},True
340,How many sons did Dhritarashtra have in total?,"Dhritarashtra had a hundred sons, including Yuyutsu and Duhsala.","Dhritarashtra had a total of ten sons, a daughter,",{'google_bleu': 0.23684210526315788},True
341,Who was the father of Vasudeva?,"Sura, the foremost of the Yadus, was the father of Vasudeva.","Sura, the foremost of the Yadus, was the father of Vasudeva.",{'google_bleu': 1.0},True
342,Who gave birth to the first of all wielders of weapons?,"Pritha (Kunti), the daughter of Sura, gave birth to the first of all wielders of weapons.","The first wielders of weapons, Sura, gave birth to the first of all",{'google_bleu': 0.47435897435897434},False
343,Who adopted the son of Pritha and named him Vasusena?,The excellent husband of Radha adopted the son of Pritha (Kunti) and named him Vasusena.,"Sura, the foremost of the Yadus, adopted the son of Pritha and",{'google_bleu': 0.24242424242424243},True
344,Who accepted Karna's ear-rings and natural armor and gave him a powerful weapon in return?,"Indra, disguised as a Brahmana, accepted Karna's ear-rings and natural armor and gave him a powerful weapon.",Karna accepted Karna's ear-rings and natural armor and gave,{'google_bleu': 0.35135135135135137},False
345,Who became the friend and counselor of Duryodhana?,Kama (Karna) became the friend and counselor of Duryodhana.,Sura became the friend and counselor of Duryodhana.,{'google_bleu': 0.6190476190476191},True
346,Who was the incarnation of Sri (goddess of fortune) in the line of Bhishmaka?,"Rukmini, the chaste wife of Vasudeva, was the incarnation of Sri in the line of Bhishmaka.",The incarnation of Sri (goddess of fortune) was the incarnation,{'google_bleu': 0.17142857142857143},True
347,Who was the mother of the five Pandavas?,"Kunti, who was the incarnation of the goddess Siddhi, became the mother of the five Pandavas.","Sura, the foremost of the Yadus, was the mother of the five Pandavas.",{'google_bleu': 0.42857142857142855},True
348,What was the state of the people during the rule of the monarch?,"The people during the rule of the monarch were virtuous, and there were no men of mixed castes, no tillers of the soil, no workers of mines, and no sinful men.","The people were a pious bunch of people, a pious bunch of",{'google_bleu': 0.050724637681159424},True
349,What were the conditions in the kingdom in terms of fear and prosperity?,"There was no fear of thieves, famine, or disease in the kingdom, and the earth was full of all kinds of wealth and animals.","The conditions in the kingdom were fear and prosperity, and the king was a man of",{'google_bleu': 0.1509433962264151},True
350,How was the ruler described in terms of his physical strength and qualities?,"The ruler was described as having a physical frame hard as the thunderbolt, being well-skilled in the use of weapons, and possessing strength like Vishnu, splendor like the sun, gravity like the ocean, and patience like the earth.",The ruler was described in terms of his physical strength and qualities.,{'google_bleu': 0.09411764705882353},True
